Spell Name;Description 1;Description 2;Description 3;Description 4;Description 5;Description 6;Description 7;Description 8;Description 9;Description 10;Description 11;Description 12;Extra;Mana Drain;WAR;CLR;PAL;RNG;SHD;DRU;MNK;BRD;ROG;SHM;NEC;WIZ;MAG;ENC;BST;Casting Time;Fizzle Time;Recovery Time;Indoor/Outdoor;Time;Location;Skill;Duration;Dur Formula;AoE Duration;Pos/Neg;Category;Attrib 1;Min 1;Max 1;Calc 1;Attrib 2;Min 2;Max 2;Calc 2;Attrib 3;Min 3;Max 3;Calc 3;Attrib 4;Min 4;Max 4;Calc 4;Attrib 5;Min 5;Max 5;Calc 5;Attrib 6;Min 6;Max 6;Calc 6;Attrib 7;Min 7;Max 7;Calc 7;Attrib 8;Min 8;Max 8;Calc 8;Attrib 9;Min 9;Max 9;Calc 9;Attrib 10;Min 10;Max 10;Calc 10;Attrib 11;Min 11;Max 11;Calc 11;Attrib 12;Min 12;Max 12;Calc 12;Reagent 1;Quantity 1;Reageant 2;Quantity 2;Reageant 3;Quantity 3;Reageant 4;Quantity 4;Focus 1;Focus 2;Resistance;Target;Resist Adj;Gem;Range;AoE Range;Back Range;Up Range;Spell ID;You Cast;Someone Casts;Cast on You;Cast on Someone;Spell Fades;
Froglok Poison;Adding 3 Poison counters;Decrease Current Hitpoints by 80 (L1);DoT for 80 Hit Points (HP) in 4 ticks;;;;;;;;;;;100;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;3.10;2.50;0.0;;;None;Conjuration;4;1;0;0;Poison Atk;Poison;3;0;;Current Hitpoints;-80;0;;Hit Points (HP);-20;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;All;25;2049;200;0;0;0;1801;;;You have been poisoned.; has been poisoned.;The poison has run its course.;
Storm Strike;Decrease Hit Points (HP) from 102 (L1) to 155 (L28);Stuns target;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Evocation;0;0;0;0;Striking;Hit Points (HP);-100;155;min + level *  2;Stuns;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;0;2088;20;0;1;0;1802;;;You have been engulfed by the maelstrom.; has been engulfed in the maelstrom.;;
Shrieking Howl;Stuns target for 4.0 (L1) seconds;Decrease Hit Points (HP) by 120 (L1);;;;;;;;;;;;120;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;3.0;2.50;24.0;;;None;Evocation;0;0;0;0;Stun;Stuns;4000;0;;Hit Points (HP);-120;120;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;0;2059;200;0;5;0;1803;;;You are deafened.; is deafened.;You are no longer stunned.;
The Breaking;Summoning Heart;Summoning Soul;;;;;;;;;;;;50;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;4.0;2.25;0.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Item;5639;0;;Summon Item;5640;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;0;2106;0;0;0;0;1804;;;;;;
Symphonic Harmony;Lowers you on the target's hate list by -100;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;3.0;0.0;0.0;;;None;Wind Instruments;0;0;0;0;Bard Healing;Lower Hate;-100;0;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;0;2059;100;0;0;0;1805;;;You feel at peace.; looks peaceful.;;
Fungal Regrowth;Regeneration for between 250 (L1) to 750 (L20) Hit Points (HP) in 50 ticks;Decrease Movement by -90% (L1);;;;;;;;;;;;100;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;6.0;2.50;0.0;;;None;Alteration;50;9;0;0;Healing;Hit Points (HP);5;15;min + level /  2;Movement;-10;-90;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2051;100;0;0;0;1806;;;You are covered by a sticky substance.; is covered in fungus.;You have stopped regenerating.;
Stunning Blow;Stuns target for 6.0 (L1) seconds;Decrease Hit Points (HP) from 11 (L1) to 60 (L50);;;;;;;;;;;;60;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;2.0;2.50;18.0;;;None;Instantaneous;0;0;0;0;Stun;Stuns;6000;0;;Hit Points (HP);-10;60;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;25;2059;200;0;0;0;1807;;;You reel from a stunning blow.; reels from a stunning blow.;You are no longer stunned.;
Melodious Befuddlement;Stun;Wipe Hate List;;;;;;;;;;;;20;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;2.50;2.25;0.0;;;None;Instantaneous;1;7;0;0;Calm;Stun;1;0;;Wipe Hate List;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2059;200;0;0;0;1808;;;You are mesmerized by an eerie melody.; has been mesmerized by an eerie melody.;You are no longer mesmerized.;
One Hundred Blows;Spin Target;Decrease Current Hitpoints by 120 (L1);;;;;;;;;;;;55;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;2.50;2.25;6.50;;;None;Instantaneous;2;1;0;0;Root;Spin Target;1;0;;Current Hitpoints;-120;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2054;200;0;0;0;1809;;;You begin to spin from one hundred blows.; begins to spin from one hundred blows.;You feel dazed.;
Summon: Guardian of the Vale;Summons a ValeGuardian;;;;;;;;;;;;ValeGuardian;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;0;0;0;Summoning;Summon Pet;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;0;2106;0;0;0;0;1810;;;You summon a guardian of the Vale.; summons a guardian of the Vale.;;
Soul Bond;;;Hit Points (HP) - Unknown Formula;;;;;;;;;;;360;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;7.0;2.50;10.0;;;None;Alteration;5;2;0;0;Pain;Charisma;0;0;;Charisma;0;0;;Hit Points (HP);1;0;120;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Drain;0;2083;200;0;0;0;1811;;;You feel your life force drain away.; staggers.;The bond fades.;
Nature's Wrath;Decrease Hit Points (HP) from 102 (L1) to 110 (L5);;;;;;;;;;;;;145;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;3.50;2.50;6.0;;;None;Instantaneous;0;0;0;0;Striking;Hit Points (HP);-100;110;min + level *  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2119;200;0;1;0;1812;;;You have been struck down by the wrath of nature.; has been struck down by the wrath of nature.;;
Disjunction;Stun;Increase Magnification by 190% (L1);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Evocation;2;1;0;0;Stun;Stun;1;0;;Magnification;190;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;0;2059;200;0;0;0;1813;;;You feel your essence being ripped from your body.; is disjoined.;Your essence is rejoined.;
Sebilite Pox;Adding 4 Disease counters;Regeneration for between 21 (L1) to 441 (L60) Hit Points (HP) in 21 ticks;Decrease Current Hitpoints by 110 (L1);;;;;;;;;;;170;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;4.60;2.50;0.0;;;None;Conjuration;21;10;0;0;Poison Atk;Disease;4;0;;Hit Points (HP);1;0;min + level /  3;Current Hitpoints;-110;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Disease;All;15;2050;200;0;0;0;1814;;;You feel feverish.; sweats and shivers, looking feverish.;Your fever has broken.;
Flames of Ro;Very Hard to Resist;Decrease Hit Points (HP) by 400 (L1);;;;;;;;;;;;320;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;4.50;2.50;0.0;;;None;Evocation;0;0;0;0;Fire Attack;Charisma;-5;0;;Hit Points (HP);-400;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;All;0;2053;200;0;0;0;1815;;;You burn.; begins to burn.;;
Soul Well;;;Hit Points (HP) - Unknown Formula;;;;;;;;;;;360;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;7.0;2.50;10.0;;;None;Alteration;10;2;0;0;Pain;Charisma;0;0;;Charisma;0;0;;Hit Points (HP);1;0;122;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Drain;0;2083;200;0;0;0;1816;;;You feel your life force drain away.; staggers.;The bond fades.;
Alluring Whispers;Attempting to charm (13);;;;;;;;;;;;;245;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;6.0;2.25;0.0;;;None;Alteration;0;10;0;0;Calm;Charm;13;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;0;2059;200;0;0;0;1817;;;You have been charmed.;;You are no longer charmed.;
Summon Lava Diamond;Summoning Lava Diamond;;;;;;;;;;;;;30;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;4.0;2.25;0.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Item;10198;0;x 1;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2106;0;0;0;0;1818;;;;;;
Primal Essence;Increase Agility by 20 (L1);Increase Dexterity by 20 (L1);Increase Strength by 20 (L1);Increase Stamina by 20 (L1);;;;;;;;;;100;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;5.0;2.25;0.0;;;None;Alteration;630;3;0;0;Attributes;Agility;20;0;;Dexterity;20;0;;Strength;20;0;;Stamina;20;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;5;2124;100;0;0;0;1819;;;You feel primeval.; shines with a primal aura.;Your primal essence fades.;
Divine Wrath;Stuns target for 4.0 (L1) seconds;Decrease Hit Points (HP) by 250 (L1);;;;;;;;;;;;120;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;3.0;2.50;24.0;;;None;Evocation;0;0;0;0;Stun;Stuns;4000;0;;Hit Points (HP);-250;250;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;0;2059;200;0;5;0;1820;;;You are stunned.; is struck down.;You are no longer stunned.;
Bolt of Karana;Decrease Current Hitpoints by 200 (L1);;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;Outdoor;;None;Evocation;0;1;0;0;Striking;Current Hitpoints;-200;200;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;0;2121;50;0;0;0;1821;;;Lightning surges through your body.; has been struck by lightning.;;
Persuade;Attempting to charm (6);;;;;;;;;;;;;120;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;3.50;2.25;0.0;;;None;Alteration;0;10;0;0;Calm;Charm;6;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;5;2059;200;0;0;0;1822;;;You have been charmed.;;You are no longer charmed.;
Transmute Gauntlets;Summoning Vibrating Hammer of Infuse;;;;;;;;;;;;;10;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;5.0;2.25;6.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Item;11668;0;x 1;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2106;0;0;0;0;1823;;;;;;
Transmute Hammer;Summoning Vibrating Gauntlets of Infuse;;;;;;;;;;;;;10;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;5.0;2.25;6.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Item;11669;0;x 1;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2106;0;0;0;0;1824;;;;;;
Invigorate;Increase Hit Points (HP) from 71 (L1) to 100 (L30);;;;;;;;;;;;;60;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;3.0;2.50;0.0;;;None;Alteration;0;0;0;0;Healing;Hit Points (HP);70;100;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2051;100;0;0;0;1825;;;You feel much better.; looks invigorated;;
Ring of Faydark;Teleport to location 1880,-1060 in Lesser Faydark;;;;;;;;;;;;lfaydark;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Alteration;0;0;0;0;Invisi/Gate;Teleport;1880;0;;;-1060;0;;;2;0;;;415;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2112;0;0;0;0;1826;;;; fades away.;;
Frost Shards;Decrease Hit Points (HP) by 620 (L1);;;;;;;;;;;;;400;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;6.30;2.50;0.0;;;None;Evocation;0;0;0;0;Freezing;Hit Points (HP);-620;620;x 10;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Cold;All;0;2053;200;0;0;0;1827;;;You feel your skin freeze.;'s skin freezes.;;
Burning Acid;DoT for 170 Hit Points (HP) in 10 ticks;Decrease Current Hitpoints by 50 (L1);;;;;;;;;;;;72;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;2.45;2.50;4.0;;;None;Alteration;10;1;0;0;Lifeforce;Hit Points (HP);-17;0;;Current Hitpoints;-50;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;All;25;2119;200;0;0;0;1828;;;Your skin smolders.;'s skin begins to smolder.;Your skin cools.;
Strength of the Kunzar;Increase Strength from 5 (L1) to 25 (L40);;;;;;;;;;;;;65;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;5.0;2.25;2.50;;;None;Alteration;360;3;0;0;Attributes;Strength;5;25;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2124;100;0;0;0;1829;;;You feel stronger.; looks stronger.;Your strength fades.;
Mana Conversion;Decrease Hit Points (HP) by 60 (L1);Increase Mana by 20 (L1);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;3.0;0.0;9.0;;;None;Instantaneous;0;0;0;0;Poison;Hit Points (HP);-60;0;;Mana;20;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;0;2109;0;0;0;0;1830;;;You feel your life force draining into your mind.; staggers.;;
Diminution;Increase Shrinkage by 66% (L19);;;;;;;;;;;;;50;61;61;61;61;61;61;61;61;61;19;61;61;61;61;61;4.0;2.25;0.0;Indoor;;None;Alteration;0;0;0;0;Illusion;Shrinkage;66;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2122;200;0;0;0;1831;;;You feel smaller.; shrinks.;You return to normal height.;
Blinding Poison I;Adding 2 Poison counters;Decrease Attack (ATK) by 5 (L1);Blinds;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;7;6;0;0;Blinding;Poison;2;0;;Attack (ATK);-5;0;;Blinds;-1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;All;0;2115;200;0;0;0;1832;;;Your eyes begin to burn.; staggers around blindly.;Your sight returns.;
Paralyzing Poison I;Adding 2 Poison counters;Decrease Movement by 95% (L1);Decrease Attack Speed by 50% (L1);;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;7;6;0;0;Root;Poison;2;0;;Movement;-95;0;;Attack Speed;50;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;All;0;2118;200;0;0;0;1833;;;You feel your muscles lock.;'s muscles lock.;Your feet come free.;
Poison Animal I;Adding 2 Poison counters;Decrease Hit Points (HP) from 16 (L1) to 250 (L40);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;0;0;0;Dead/Summon;Poison;2;0;;Hit Points (HP);-10;250;x 6;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;Animal;0;2119;200;0;0;0;1834;;;; staggers.;;
Poison Summoned I;Adding 2 Poison counters;Decrease Hit Points (HP) from 16 (L1) to 250 (L40);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;0;0;0;Dead/Summon;Poison;2;0;;Hit Points (HP);-10;250;x 6;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;Summoned;0;2119;200;0;0;0;1835;;;; staggers.;;
Berserker Madness I;Increase Strength from 6 (L1) to 47 (L42);Increase Armor Class (AC) from 0 (L1) to 6 (L40);Decrease Current Hitpoints from 11 (L1) to 52 (L42);DoT for between 30 (L1) to 235 (L42) Hit Points (HP) in 5 ticks;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;5;7;0;0;Attributes;Strength;5;47;min + level;Armor Class (AC);1;21;min + level /  2;Current Hitpoints;-10;52;min + level;Hit Points (HP);-5;47;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;All;0;2049;100;0;0;0;1836;;;You become mad.; lets loose a berserk yell.;You become sane.;
Flesh Rot I;Adding 2 Poison counters;Decrease Current Hitpoints by 5 (L1);DoT for 152 Hit Points (HP) in 38 ticks;Decrease Dexterity from 6 (L1) to 43 (L38);;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;38;7;0;0;-1;Poison;2;0;;Current Hitpoints;-5;0;;Hit Points (HP);-4;0;;Dexterity;-5;43;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;All;0;2049;20;0;0;0;1837;;;Your flesh begins to rot.; begins to rot.;You no longer feel rotten.;
Brittle Haste I;Adding 2 Poison counters;Increase Attack Speed by 10% (L1);Decrease Armor Class (AC) from 2 (L1) to 14 (L40);Decrease Strength from 11 (L1) to 55 (L45);;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;10;7;0;0;49;Poison;2;0;;Attack Speed;110;110;;Armor Class (AC);-5;45;min + level;Strength;-10;55;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;All;0;2049;50;0;0;0;1838;;;Your heart begins to race and you feel weaker.; begins to move faster.;You return to normal.;
Blinding Poison II;Adding 3 Poison counters;Decrease Attack (ATK) by 5 (L1);Blinds;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;12;6;0;0;Blinding;Poison;3;0;;Attack (ATK);-5;0;;Blinds;-1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;All;0;2115;200;0;0;0;1839;;;Your eyes begin to burn.; staggers around blindly.;Your sight returns.;
Blinding Poison III;Adding 4 Poison counters;Decrease Attack (ATK) by 5 (L1);Blinds;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;17;6;0;0;Blinding;Poison;4;0;;Attack (ATK);-5;0;;Blinds;-1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;All;0;2115;200;0;0;0;1840;;;Your eyes begin to burn.; staggers around blindly.;Your sight returns.;
Paralyzing Poison II;Adding 3 Poison counters;Decrease Movement by 95% (L1);Decrease Attack Speed by 50% (L1);;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;12;6;0;0;Root;Poison;3;0;;Movement;-95;0;;Attack Speed;50;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;All;0;2118;200;0;0;0;1841;;;You feel your muscles lock.;'s muscles lock.;Your feet come free.;
Paralyzing Poison III;Adding 4 Poison counters;Decrease Movement by 95% (L1);Decrease Attack Speed by 50% (L1);;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;17;6;0;0;Root;Poison;4;0;;Movement;-95;0;;Attack Speed;50;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;All;0;2118;200;0;0;0;1842;;;You feel your muscles lock.;'s muscles lock.;Your feet come free.;
Poison Animal II;Adding 3 Poison counters;Decrease Hit Points (HP) from 16 (L1) to 298 (L48);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;0;0;0;Dead/Summon;Poison;3;0;;Hit Points (HP);-10;298;x 6;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;Animal;0;2119;200;0;0;0;1843;;;; staggers.;;
Poison Animal III;Adding 4 Poison counters;Decrease Hit Points (HP) from 16 (L1) to 370 (L60);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;0;0;0;Dead/Summon;Poison;4;0;;Hit Points (HP);-10;370;x 6;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;Animal;0;2119;200;0;0;0;1844;;;; staggers.;;
Poison Summoned II;Adding 3 Poison counters;Decrease Hit Points (HP) from 16 (L1) to 298 (L48);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;0;0;0;Dead/Summon;Poison;3;0;;Hit Points (HP);-10;298;x 6;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;Summoned;0;2119;200;0;0;0;1845;;;; staggers.;;
Poison Summoned III;Adding 4 Poison counters;Decrease Hit Points (HP) from 16 (L1) to 370 (L60);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;0;0;0;Dead/Summon;Poison;4;0;;Hit Points (HP);-10;370;x 6;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;Summoned;0;2119;200;0;0;0;1846;;;; staggers.;;
Flesh Rot II;Adding 3 Poison counters;Decrease Current Hitpoints by 5 (L1);DoT for 184 Hit Points (HP) in 46 ticks;Decrease Dexterity from 6 (L1) to 51 (L46);;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;46;7;0;0;-1;Poison;3;0;;Current Hitpoints;-5;0;;Hit Points (HP);-4;0;;Dexterity;-5;51;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;All;0;2049;20;0;0;0;1847;;;Your flesh begins to rot.; begins to rot.;You no longer feel rotten.;
Flesh Rot III;Adding 4 Poison counters;Decrease Current Hitpoints by 5 (L1);DoT for 232 Hit Points (HP) in 58 ticks;Decrease Dexterity from 6 (L1) to 63 (L58);;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;58;7;0;0;-1;Poison;4;0;;Current Hitpoints;-5;0;;Hit Points (HP);-4;0;;Dexterity;-5;63;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;All;0;2049;20;0;0;0;1848;;;Your flesh begins to rot.; begins to rot.;You no longer feel rotten.;
