'Test''Test1''Spell Name','Description 1','Description 2','Description 3','Description 4','Extra','Mana Drain','WAR','CLR','PAL','RNG','SHD','DRU','MNK','BRD','ROG','SHM','NEC','WIZ','MAG','ENC','Casting Time','Fizzle Time','Recovery Time','Indoor/Outdoor','Location','Skill','Duration','Dur Formula','AoE Duration','Pos/Neg','Category','Attrib 1','Min 1','Max 1','Calc 1','Attrib 2','Min 2','Max 2','Calc 2','Attrib 3','Min 3','Max 3','Calc 3','Attrib 4','Min 4','Max 4','Calc 4','Reagent 1','Quantity 1','Reageant 2','Quantity 2','Reageant 3','Quantity 3','Reageant 4','Quantity 4','Focus 1','Focus 2','Resistance','Target','Resist Adj','Gem','Range','AoE Range','Back Range','Up Range'
'Immolate','Decrease Armor Class (AC) from 12 (L29) to 18 (L50)','DoT for 240 Hit Points (HP) in 10 ticks','','','','120','61','61','61','49','61','29','61','61','61','61','61','61','61','61','3.50','2.50','0.0','','None','Evocation','10','1','0.0','44','Fire Attack','Armor Class (AC)','-10','60','min + level','Hit Points (HP)','-24','0','','','0','0','','','0','0','','','1','','1','','1','','1','Fire Beetle Eye','','Fire','All','25','2052','200','0','0','0',
'Engulfing Roots','Decrease Current Hitpoints from 157 (L49) to 160 (L50)','Root','','','','100','61','61','61','61','61','49','61','61','61','61','61','61','61','61','2.50','2.50','0.0','','None','Alteration','30','8','0.0','44','Root','Current Hitpoints','-10','160','min + level *  3','Movement','-10000','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','0','2057','200','0','0','0',
'Ensnaring Roots','Decrease Current Hitpoints from 34 (L24) to 60 (L50)','Root','','','','60','61','61','61','49','61','24','61','61','61','61','61','61','61','61','2.50','2.50','0.0','','None','Alteration','16','2','0.0','44','Root','Current Hitpoints','-10','60','min + level','Movement','-10000','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2057','200','0','0','0',
'Sicken','Adding 1 Disease counters','DoT for 42 Hit Points (HP) in 21 ticks','Decrease Current Hitpoints by 8 (L5)','','','30','61','61','61','61','61','61','61','61','61','5','61','61','61','61','1.75','2.50','0.0','','None','Conjuration','21','8','0.0','44','Poison Atk','Disease','1','0','','Hit Points (HP)','-2','0','','Current Hitpoints','-8','8','','','0','0','','','1','','1','','1','','1','','','Disease','All','25','2050','200','0','0','0',
'Mana Sieve','Decrease Mana from 214 (L34) to 370 (L60)','','','','','150','61','61','61','61','61','61','61','61','61','61','61','61','61','34','3.0','2.25','8.0','','None','Alteration','0','0','0.0','43','Bugs/Misc','Mana','-10','370','x 6','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','25','2059','200','0','0','0',
'Gravity Flux','Decrease Hit Points (HP) from 209 (L39) to 220 (L50)','Throw Into Sky','','','','337','61','61','61','61','61','61','61','61','61','61','61','44','61','39','5.90','2.50','10.0','','None','Alteration','0','0','0.0','44','Levitation','Hit Points (HP)','-170','220','min + level','Throw Into Sky','-100','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','NPC','5','2099','200','35','1','10',
'Group Resist Magic','Increase Magic Resist from 54 (L49) to 55 (L50)','','','','','200','61','61','61','61','61','61','61','61','61','61','61','61','61','49','6.0','2.25','0.0','','None','Abjuration','270','3','0.0','42','Buffing','Magic Resist','5','55','min + level','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Full Group','0','2012','100','60','0','0',
'Anarchy','Decrease Hit Points (HP) from 273 (L34) to 288 (L39)','Stuns target','','','','160','61','61','61','61','61','61','61','61','61','61','61','61','61','34','4.60','2.50','8.0','','None','Evocation','0','0','0.0','44','Striking','Hit Points (HP)','-171','288','min + level *  3','Stuns','1','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2119','200','0','1','0',
'Lava Bolt','Decrease Hit Points (HP) by 810 (L49)','','','','','300','61','61','61','61','61','61','61','61','61','61','61','61','49','61','7.0','2.50','0.0','','None','Evocation','0','0','0.0','44','Combustion','Hit Points (HP)','-810','810','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Fire','Projectile Aim','0','2052','300','0','0','0',
'Cinder Bolt','Decrease Hit Points (HP) from 319 (L34) to 333 (L39)','','','','','175','61','61','61','61','61','61','61','61','61','61','61','61','34','61','5.0','2.50','0.0','','None','Evocation','0','0','0.0','44','Combustion','Hit Points (HP)','-217','333','min + level *  3','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Fire','Projectile Aim','25','2052','300','0','0','0',
'Bolt of Flame','Decrease Hit Points (HP) from 146 (L20) to 156 (L25)','','','','','105','61','61','61','61','61','61','61','61','61','61','61','61','20','61','3.25','2.50','0.0','','None','Evocation','0','0','0.0','44','Combustion','Hit Points (HP)','-106','156','min + level *  2','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Fire','Projectile Aim','25','2052','300','0','0','0',
'Arch Shielding','Increase Total Hit Points from 144 (L44) to 150 (L50)','Increase Armor Class (AC) from 26 (L44) to 27 (L48)','Increase Magic Resist by 20 (L44)','','','200','61','61','61','61','61','61','61','61','61','61','44','44','44','44','12.0','2.25','0.0','','None','Abjuration','720','3','0.0','42','Buffing','Total Hit Points','100','150','min + level','Armor Class (AC)','42','90','min + level','Magic Resist','1','20','min + level /  2','','0','0','','','1','','1','','1','','1','','','None','Self','5','2045','0','0','0','0',
'Greater Shielding','Increase Total Hit Points from 94 (L34) to 100 (L40)','Increase Armor Class (AC) from 21 (L34) to 23 (L39)','Increase Magic Resist by 16 (L34)','','','120','61','61','61','61','61','61','61','61','61','61','34','34','34','34','6.0','2.25','0.0','','None','Abjuration','540','3','0.0','42','Buffing','Total Hit Points','60','100','min + level','Armor Class (AC)','36','75','min + level','Magic Resist','2','16','min + level /  2','','0','0','','','1','','1','','1','','1','','','None','Self','25','2045','0','0','0','0',
'Major Shielding','Increase Total Hit Points from 69 (L24) to 75 (L30)','Increase Armor Class (AC) from 17 (L24) to 18 (L28)','Increase Magic Resist by 14 (L24)','','','80','61','61','61','61','61','61','61','61','61','61','24','24','24','24','5.0','2.25','0.0','','None','Abjuration','450','3','0.0','42','Buffing','Total Hit Points','45','75','min + level','Armor Class (AC)','32','60','min + level','Magic Resist','3','14','min + level /  2','','0','0','','','1','','1','','1','','1','','','None','Self','25','2045','0','0','0','0',
'Resist Magic','Increase Magic Resist by 40 (L39)','','','','','85','61','44','61','61','61','49','61','61','61','44','61','61','61','39','4.50','2.25','0.0','','None','Abjuration','360','3','0.0','42','Buffing','Magic Resist','10','40','min + level','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','5','2056','100','0','0','0',
'Resist Disease','Increase Disease Resist by 40 (L34)','','','','','50','61','39','61','61','61','44','61','61','61','34','34','61','61','61','4.50','2.25','0.0','','None','Abjuration','360','3','0.0','42','Buffing','Disease Resist','10','40','min + level','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','5','2056','100','0','0','0',
'Resist Poison','Increase Poison Resist by 40 (L34)','','','','','50','61','34','61','61','61','44','61','61','61','39','61','61','61','61','4.50','2.25','0.0','','None','Abjuration','360','3','0.0','42','Buffing','Poison Resist','10','40','min + level','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','5','2056','100','0','0','0',
'Resist Cold','Increase Cold Resist from 39 (L24) to 40 (L25)','','','','','50','61','39','61','61','39','34','61','61','61','24','24','61','61','61','4.50','2.25','0.0','','None','Abjuration','360','3','0.0','42','Buffing','Cold Resist','15','40','min + level','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','15','2056','100','0','0','0',
'Resist Fire','Increase Fire Resist from 34 (L24) to 40 (L30)','','','','','50','61','34','61','49','61','24','61','61','61','29','61','61','61','61','4.50','2.25','0.0','','None','Abjuration','360','3','0.0','42','Buffing','Fire Resist','10','40','min + level','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','25','2056','100','0','0','0',
'Panic the Dead','Fear + 4 levels','','','','','50','61','29','61','61','54','61','61','61','61','61','29','61','61','61','2.0','2.25','4.0','','None','Alteration','9','2','0.0','44','Fear','Fear','4','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','Undead','25','2116','200','0','0','0',
'Elementalkin: Earth','Summons a Earth Elemental Type 2','','','','SumEarthR2','40','61','61','61','61','61','61','61','61','61','61','61','61','4','61','6.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Pet','1','0','','','0','0','','','0','0','','','0','0','','Malachite','1','','1','','1','','1','Shovel of Ponz','','None','Self','25','2106','0','0','0','0',
'Firestrike','Decrease Hit Points (HP) from 282 (L39) to 302 (L44)','','','','','155','61','61','61','52','61','39','61','61','61','61','61','61','61','61','4.60','2.50','0.0','','None','Evocation','0','0','0.0','44','Fire Attack','Hit Points (HP)','-126','302','min + level *  4','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Fire','All','15','2052','200','0','0','0',
'Everfount','Summoning Globe of Water (Summoned)','','','','','25','61','61','61','61','61','61','61','61','61','61','61','61','24','61','4.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Item','13079','20','min + level /  5','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','25','2106','0','0','0','0',
'Cornucopia','Summoning Black Bread (Summoned)','','','','','25','61','61','61','61','61','61','61','61','61','61','61','61','24','61','4.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Item','13078','20','min + level /  5','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','25','2106','0','0','0','0',
'Frost Bolt','Decrease Hit Points (HP) from 4 (L1) to 7 (L6)','','','','','10','61','61','61','61','61','61','61','61','61','61','61','1','61','61','1.80','2.50','0.0','','None','Evocation','0','0','0.0','44','Freezing','Hit Points (HP)','-4','7','min + level /  2','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Cold','Projectile Aim','25','2053','300','0','0','0',
'Abundant Food','Summoning Black Bread (Summoned)','','','','','25','61','34','61','61','61','61','61','61','61','61','61','61','61','61','4.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Item','13078','20','x 4','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','25','2106','0','0','0','0',
'Abundant Drink','Summoning Globe of Water (Summoned)','','','','','25','61','29','61','61','61','61','61','61','61','61','61','61','61','61','4.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Item','13079','20','x 4','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','25','2106','0','0','0','0',
'Glimpse','Increase Magnification by 55% (L4)','','','','','5','61','61','61','9','61','61','61','61','61','61','61','4','61','61','1.50','2.25','12.0','','None','Divination','0','5','0.0','43','Sense','Magnification','55','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','25','2104','0','0','0','0',
'Summon Food','Summoning Black Bread (Summoned)','','','','','10','61','9','61','61','61','14','61','61','61','9','61','61','1','61','4.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Item','13078','0','x 1','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','25','2106','0','0','0','0',
'Nullify Magic','Cancel Magic + 4 levels','Cancel Magic + 4 levels','','','','50','61','39','58','58','58','44','61','61','61','44','39','34','34','29','4.50','2.25','6.0','','None','Abjuration','0','0','0.0','42','Magic/Light','Cancel Magic','4','0','','Cancel Magic','4','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','5','2122','200','0','0','0',
'Cancel Magic','Cancel Magic','','','','','30','61','14','39','30','39','19','61','61','61','19','16','12','12','8','3.50','2.25','5.0','','None','Abjuration','0','0','0.0','42','Magic/Light','Cancel Magic','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','25','2122','200','0','0','0',
'Calm','Change Frenzy Radius to 5 feet','Change Reaction Radius to 5 feet','Lower Aggression','','','50','61','19','49','61','61','61','61','61','61','61','61','61','61','20','2.50','2.25','5.0','','None','Alteration','30','8','0.0','44','Calm','Frenzy Radius','5','0','','Reaction Radius','5','0','','Lower Aggression','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2059','200','0','0','0',
'Ultravision','Ultravision','','','','','55','61','61','61','61','61','61','61','61','61','29','61','61','61','29','5.0','2.25','0.0','','None','Divination','360','3','0.0','43','Sense','Ultravision','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','25','2115','100','0','0','0',
'Pacify','Change Frenzy Radius to 1 feet','Change Reaction Radius to 1 feet','Lower Aggression','','','100','61','39','51','61','61','61','61','61','61','61','61','61','61','39','3.0','2.25','6.0','','None','Alteration','0','8','0.0','44','Calm','Frenzy Radius','1','0','','Reaction Radius','1','0','','Lower Aggression','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','15','2059','200','0','0','0',
'Yaulp III','','Increase Armor Class (AC) by 12 (L44)','Increase Strength by 30 (L44)','Decrease Stamina Loss by 7 (L44)','','25','61','44','56','61','61','61','61','61','61','61','61','61','61','61','0.50','2.25','12.0','','None','Abjuration','3','8','0.0','43','Attributes','Charisma','0','0','','Armor Class (AC)','40','0','','Strength','30','0','','Stamina Loss','-7','0','','','1','','1','','1','','1','','','None','Self','5','2113','0','0','0','0',
'Yaulp II','','Increase Armor Class (AC) by 9 (L19)','Increase Strength by 20 (L19)','Decrease Stamina Loss by 1 (L19)','','15','61','19','39','61','61','61','61','61','61','61','61','61','61','61','0.50','2.25','18.0','','None','Abjuration','3','8','0.0','43','Attributes','Charisma','0','0','','Armor Class (AC)','30','0','','Strength','20','0','','Stamina Loss','-1','0','','','1','','1','','1','','1','','','None','Self','25','2113','0','0','0','0',
'Invisibility','Invisibility','','','','','30','61','61','61','61','61','61','61','61','61','29','61','16','8','4','5.0','2.25','0.0','','None','Divination','200','3','0.0','42','Invisi/Gate','Invisibility','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','25','2115','100','0','0','0',
'Weaken','Decrease Strength from 10 (L1) to 15 (L10)','','','','','8','61','61','61','61','61','61','61','61','61','61','61','61','61','1','1.50','2.25','0.0','','None','Alteration','60','8','0.0','44','Lifeforce','Strength','-10','15','min + level /  2','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2125','200','0','0','0',
